Module,Lesson,Step number,Step title,Step type,Template Type,What is the rationale for this step,Content Outline
3,1,3,Understanding Academic Expectations,Article,Article,"Clarifies the culture of self-motivation and ownership that differs from brick-and-mortar schools, reducing future misunderstandings.","Self-paced but disciplined: 20 hrs/week minimum (under 18).
Role of instructors vs. student responsibility."
3,1,4,A Day in the Life at EHS,Article,Article,Offers a relatable snapshot of successful online study habits to model expectations.,"Quick scenario: “A day in the life of a successful EHS learner.”
Reflection prompt: “List two strategies you’ll use to stay motivated.”"
3,1,5,Transfer & Homeschool Credits,Article,Article,Many students arrive with prior coursework—clarifying policies early helps them plan a realistic path to graduation.,"Sources accepted (regionally accredited U.S. schools, qualified homeschool, evaluated international transcripts).
Step-by-step: how to submit transcripts and timeline for review.
Tip box: links to Credit Transfer & Homeschool policy pages."
3,2,1,Understanding Transfer Limits,Article,Article,Explains how much credit can be transferred and what must be completed at EHS—important for planning timelines and compliance.,"Maximum 75% transfer; diploma residency requirement (5.5–6 EHS credits).
Link to residency policy in student handbook."
3,2,2,Full-Time vs. Part-Time Enrollment,Interactive,Interactive,An interactive comparison table plus self-check quiz helps learners choose the load that matches their goals and obligations.,"Side-by-side chart of credit ranges, typical course mix, and eligibility rules."
3,2,3,Full-Time vs. Part-Time Enrollment,Quiz,Quiz,An interactive comparison table plus self-check quiz helps learners choose the load that matches their goals and obligations.,"Mini-quiz: “Based on your answers, which status fits you?” (auto-feedback)."
3,2,4,Full-Time vs. Part-Time Enrollment,FAQ,FAQ,An interactive comparison table plus self-check quiz helps learners choose the load that matches their goals and obligations.,FAQ: concurrent enrollment and middle-school variations.
3,2,5,Learning Time Requirements,Graphic,Graphic,Students need to understand how policies translate into daily action. This encourages proactive time planning and legal compliance.,"Graphic: recommended daily minutes per course.
"
3,2,6,Learning Time Requirements,Short Content,Short Content,Students need to understand how policies translate into daily action. This encourages proactive time planning and legal compliance.,Reminder: consequences of 30-/60-day inactivity and communication protocols.
3,2,7,Weekly Study Planner,Activity,Activity,Provides a practical tool for visualizing and committing to a regular study routine.,Drag-and-drop planner: arrange your weekly schedule (downloadable PDF backup).
3,2,8,Weekly Study Planner,Activity,Activity,Provides a practical tool for visualizing and committing to a regular study routine.,Checklist: commit to notifying the school before planned absences.
3,2,9,Participation Pledge,Activity,Activity,Reinforces the learner’s role in managing their academic progress and attendance.,"Digital acknowledgment of time and participation expectations.
Optional printable pledge certificate for personal use."
4,1,1,What is Single Course Recovery?,Article,Article,"Introduces the concept and structure of credit-recovery courses, essential for students to understand before setting academic timelines.","Definition of Single Course Recovery and its purpose.
Self‑paced structure.
Alignment with state and national standards.
Reminder to confirm credit acceptance with the home school."
4,1,2,Duration and Eligibility for Course Recovery,Article,Article,Clarifies who qualifies for Single Course Recovery and sets expectations for course length and pacing.,"Eligibility: grades 6‑12.
Six‑month completion window.
Emphasis on student responsibility in self-paced progress."
4,1,3,When and How to Request an Extension,Article,Article,"Outlines the process and eligibility for requesting an extension, supporting students in planning realistically.","Written request and parent signature via Help Desk.
Examples of legitimate reasons (medical, family emergency).
One‑time limit per grade level."
4,1,4,Extension Approval Criteria and Fees,Article,Article,Ensures students understand the cost and requirements of course extensions to make informed decisions.,"Criteria: reasonable progress and legitimate reason.
$200 fee for two‑month extension.
Lack of participation not considered a valid reason."
4,1,5,Build Your Timeline Activity,Activity,Activity,Allows students to apply learning from Steps 1–4 by calculating a personalised schedule and anticipating extension needs.,"Interactive calculator: enter number of active courses and weekly study hours.
Auto‑generated completion date range (4–6 months).
Calendar reminder prompt.
Reflection question: “What obstacles might delay your progress and how will you address them?”"
4,2,1,Your Weekly Participation Requirements,Article,Article,Sets participation standards and helps prevent truancy by clarifying minimum activity levels.,"Definition of substantive participation.
Weekly minimums: 20 hours per week, three logins per course.
Expectations for students under 18 and adult learners."
4,2,2,Consequences of Non-Participation,Article,Article,"Informs students of the risks associated with truancy, encouraging consistent course engagement.","Truancy definition.
Notice of Intent to Withdraw process.
Role of parents/guardians in monitoring engagement."
4,2,3,Navigating the Help Desk Ticket System,Video,Video,Shows students how to submit help tickets via screencast to reduce technical barriers and encourage communication.,"Logging into LearnStage.
Selecting the correct ticket category (Academic, Technical, Administrative).
Writing a clear subject line and message.
Typical response times and follow‑up procedures."
4,2,4,Attendance & Communication Self‑Check,Activity,Activity,Promotes personal accountability with a quiz and digital commitment pledge.,"Five-question true/false quiz.
"
4,2,5,Attendance & Communication Self‑Check,Activity,Activity,Promotes personal accountability with a quiz and digital commitment pledge.,Digital pledge to log in three times weekly per course with an option to download/email pledge to a parent/guardian.
4,2,6,Attendance & Communication Self‑Check,Activity,Activity,Promotes personal accountability with a quiz and digital commitment pledge.,
4,3,1,24/7 Access and Office Support Hours,Article,Article,Prevents confusion about course access vs. staff support availability.,"24/7/365 platform access.
Office hours: Monday–Friday, 8 a.m.–5 p.m. CST.
Help Desk ticket triage process after hours."
4,3,2,U.S. Holidays and School Closures,Article,Article,Helps students plan around U.S. holidays and school closures by listing dates.,"Holiday list from New Year’s Day to Christmas.
Weekend observances shifting to weekdays.
Reminder: coursework still accessible."
4,3,3,Calendar Sync and Planning Activity,Activity,Activity,Encourages students to integrate the school calendar into their personal device to support planning.,"Downloadable .ics file with pacing checkpoints.
Instructions for syncing with Google, Apple, and Outlook.
Reflection prompt: “Which upcoming holiday might affect your schedule and what’s your plan?”"
5,1,1,Welcome to Your Online Classroom,Article,Article,"Students need a clear orientation to reduce first-week confusion and anxiety, laying a foundation for all later study-skills content.","Brief tour of the LearnStage dashboard (courses, progress tracker, help-desk link).
Explanation of lesson flow: digital textbook → resources → interactive activities → assessment.
Emphasis on self-paced flexibility and student responsibility (owner of learning)."
5,1,2,Understanding Assignment Types,Article,Article,Understanding assignment types and grading timelines helps learners plan workload and meet expectations.,"Overview of assignment types: auto-graded quizzes vs. instructor-graded writing.
Explanation of the 48-business-hour grading window and personalized feedback."
5,1,3,Grading Expectations and Tips,Article,Article,Clarifies student expectations around exams and written tasks to improve academic outcomes.,"Tips for multiple-choice exams.
Importance of reviewing the rubric before submitting writing tasks.
Reminder that all course materials are digital—no printed textbooks required."
5,2,4,Core Study Skills for Online Success,Article,Article,Direct instruction in study skills addresses the module’s core learning goal of developing strong habits.,"Six key tips from the handbook: understanding rubrics, accuracy for specific-answer tasks, spaced review, etc.
Encouragement to use the EHS Writing Lab for improving draft quality."
5,2,5,Creating a Daily Routine,Article,Article,Daily routines support consistency and prevent falling behind.,"Sample recommendation: 45–60 minutes per course, five days/week.
Ideas for integrating study time into personal schedules."
5,3,6,Meet BRYTE AI Tutor,Video,Video,"A short screencast shows, rather than tells, how to get just-in-time help 24/7—boosting confidence and engagement.","60–90 sec demo: asking BRYTE to clarify a math concept and outline an essay.
On-screen captions summarize key commands and where to launch the tutor."
5,3,7,Building Your Weekly Study Plan,Activity,Activity,Transferring strategies into a concrete weekly plan promotes accountability and supports diverse pacing needs.,"Downloadable planner to map courses, daily login goals, and completion targets.
SMART goal-setting for each active course.
Checkbox for scheduling monthly Success Coach check-ins.
Prompt to identify top two challenges and link to relevant resources."
6,1,1,What Are Academic Success Services?,Article,Article,Students first need context on _why_ policies and support teams exist so they understand later details. This step builds foundational knowledge linked to the overall outcome.,"Define “academic success services” and “career preparation” in the Excel HS context.
Explain how these systems help support timely graduation and post-secondary readiness.
Highlight the role of policy in shaping learning outcomes and goal tracking."
6,1,2,Overview of Key Support Services,Article,Article,Students first need context on _why_ policies and support teams exist so they understand later details. This step builds foundational knowledge linked to the overall outcome.,"Short intros to Concurrent Enrollment, End-of-Course Survey, Standardized Testing, ElevatED Success Coaching, Academic Coaching, and Career & College Counseling"
6,1,3,Overview of Key Support Services,Graphic,Graphic,Students first need context on _why_ policies and support teams exist so they understand later details. This step builds foundational knowledge linked to the overall outcome.,Infographic: flow from policy → action → outcome.
6,1,4,Overview of Key Support Services,Article,Article,Students first need context on _why_ policies and support teams exist so they understand later details. This step builds foundational knowledge linked to the overall outcome.,Preview how these systems will be explored later in detail.
6,1,5,Concurrent Enrollment Explained,Article,Article,Understanding enrollment limitations prevents scheduling conflicts and ensures compliance with accreditation standards.,"Definition of concurrent vs. part-time enrollment.
Eligibility checklist and approval workflow.
Scenario walk-through: full-time student considering college course.
Call-out box: consequences of non-compliance."
6,1,6,Testing & Surveys That Matter,Article,Article,Testing and feedback obligations impact graduation timelines and funding; students must know requirements early.,"Overview of SAT, ACT, CLT; using school CEEB code.
Special rules for state-funded students.
Purpose and structure of the End-of-Course Survey.
Checklist: when and how to register / submit results."
6,1,7,ElevatED Coaching + Career & Academic Help,Article,Article,Success Coaches are the primary touch-point for goal-setting and accountability; learners need clear guidance on using each tier. Coaching and career tools help students apply what they’ve learned.,"Description of ElevatED tiers: Launch, Climb, Summit.
Interactive graphic comparing tier benefits.
How to contact a Success Coach; sample Help Desk ticket."
6,1,8,ElevatED Coaching + Career & Academic Help,Article,Article,Success Coaches are the primary touch-point for goal-setting and accountability; learners need clear guidance on using each tier. Coaching and career tools help students apply what they’ve learned.,"Overview of academic coaching and career exploration tools.
Access Peterson’s Career & Test Prep; take an interest inventory.
Reflection prompt: set one academic and one career-related goal."
7,1,1,Understanding Academic Distinctions,Article,Article,"Learners need a clear definition of distinction before exploring specific programs. Framing honors, GPA bands, and ranking systems first provides context for later action steps.","Introduction to Excel’s quartile‑based class ranking and why colleges request it.
Overview of Honor Rolls: Alpha and Beta distinctions based on GPA.
"
7,1,2,Understanding Academic Distinctions,Graphic,Graphic,"Learners need a clear definition of distinction before exploring specific programs. Framing honors, GPA bands, and ranking systems first provides context for later action steps.",Chart: GPA ➞ Honor Roll ➞ Transcript notation.
7,1,3,How the Laude Latin Model Works,Article,Article,"Learners need a clear definition of distinction before exploring specific programs. Framing honors, GPA bands, and ranking systems first provides context for later action steps.","Explanation of Summa, Magna, and Cum Laude tiers.
Differences between unweighted and weighted GPA cut‑offs.
Notes on how these honors appear on transcripts and diplomas."
7,1,4,National Honor Society & Junior NHS,Article,Article,NHS and Jr. NHS are flagship distinction programs linked to scholarship and service; students need criteria and application timelines early.,"Eligibility criteria (GPA ≥ 3.5, applicable grades).
Four pillars: scholarship, leadership, character, service—examples of qualifying activities.
Step‑by‑step application: expression of interest, faculty review, service verification.
Call‑out: ElevatED Summit participants gain NHS application support."
7,1,5,Discover Excel’s Virtual Clubs,Article,Article,"Clubs translate academic interests into real‑world skills and peer networking, complementing formal honors.","Overview of key clubs: Debate, STEM, Creative Writing, and student‑led clubs.
Details on meeting frequency, leadership, and participation norms.
Quick‑join checklist and sample calendar snippet."
7,1,6,Sharing Success in the Achievement Hub,Activity,Activity,Reflective celebration drives motivation; the hub promotes peer recognition and growth mindset.,"Tour of the hub’s vision, mission, and monthly prompts.
Guided task: Post one recent win and respond to a peer’s post using netiquette tips.
Reflection prompt: How does sharing achievements build accountability?"
7,2,1,Build Your Personal Enrichment Plan,Activity,Activity,Concluding with a planning exercise ensures students convert knowledge into concrete next actions.,"Interactive worksheet: choose one GPA target aligned with Laude tiers and select at least one club + one service project.
SMART goal template embedded for goal-setting.
Option to submit plan to Success Coach for feedback."
7,2,2,Set Reminders to Stay on Track,Activity,Activity,Concluding with a planning exercise ensures students convert knowledge into concrete next actions.,"Guide to setting a calendar reminder or notification to revisit the plan at the semester midpoint.
Example check-in questions to reflect on progress and motivation."
8,1,1,Defining Inclusive Education at EHS,Article,Article,"Sets a common definition of inclusivity, clarifies that EHS is a non-public, tuition-funded school, and frames why some—but not all—IEP/504 services can be provided online.","Define Title I, IDEA, IEP, and 504 plans.
Explain how these apply differently to online vs. traditional schools.
Clarify that EHS is a non-public school and receives no public funding."
8,1,2,What EHS Can and Cannot Provide,Article,Article,"Sets a common definition of inclusivity, clarifies that EHS is a non-public, tuition-funded school, and frames why some—but not all—IEP/504 services can be provided online.","Describe EHS’s discretionary-support policy.
Give examples of accommodations considered (e.g., extended time).
List services not offered (e.g., in-person paraprofessionals, curriculum modification).
Emphasize self-paced, asynchronous learning model and Least Restrictive Environment (LRE) consideration."
8,1,3,How to Request and Document Support,Article,Article,Gives families a practical roadmap for submitting documentation so expectations are clear from day one.,"Outline disclosure process during enrollment.
Identify acceptable documentation (IEP/504 plan or professional evaluation).
Explain review timeline and possible outcomes.
List contact points: Registrar, Success Coach, Help Desk.
Remind students/families to re-evaluate if needs change."
8,1,4,Student Responsibilities in the Support Process,Article,Article,Clarifies accountability so students stay engaged and parents understand attendance and communication duties.,"Define student responsibilities: initiative, proactive help-seeking, time management.
Emphasize ownership of learning in asynchronous environment."
8,1,5,Parent and Coach Support Roles,Article,Article,Clarifies accountability so students stay engaged and parents understand attendance and communication duties.,"Define parent/guardian roles: supportive learning space, monitoring progress via Parent Portal, ensuring attendance compliance.
Explain how Success and Academic Coaches assist both students and parents."
8,2,1,Understanding Harassment & Bullying Policies,Article,Article,Establishes zero-tolerance stance and outlines progressive discipline so learners feel secure.,"Define key terms: sexual, racial, religious, chronic harassment.
Describe how to report an incident.
Summarize investigation process and retaliation policy.
List consequences: warnings, probation, removal, expulsion."
8,2,2,Acceptable Use and Internet Safety Basics,Article,Article,"Translates legal CIPA requirements into everyday do’s and don’ts, reducing tech-related infractions.","Explain educational purpose of school tech systems.
Emphasize no expectation of privacy.
List prohibited activities: inappropriate content, tampering, harassment, piracy.
Describe technology safeguards and staff monitoring."
8,2,3,Keeping Personal Information Safe Online,Article,Article,"Translates legal CIPA requirements into everyday do’s and don’ts, reducing tech-related infractions.","Offer practical password safety tips.
Explain how to protect personal data when online.
Connect to Acceptable Use Policy and staff oversight."
8,2,4,FERPA and Your Privacy Rights,Article,Article,Ensures students and families understand when and how educational records can be shared.,"Summarize FERPA rights (inspect records, request changes, consent for release).
List exceptions where information can be shared without consent.
Show how to submit a FERPA request at EHS."
9,1,1,Why Dual Enrollment Matters,Article,Article,"Establishes foundational knowledge by defining dual enrollment, outlining eligibility (grades 10–12, full‑time status, minimum six EHS credits), and linking benefits to learner goals of early college credit and cost savings. Builds motivation before moving to practical details.","Definition of dual enrollment & credit equivalence (3 college credits = 1.0 HS credit).
Eligibility criteria, age exceptions for advanced 9th‑graders.
Key benefits: accelerate graduation, lower tuition, smooth transition to college.
Quick infographic comparing traditional vs. dual‑enrollment timelines."
9,1,2,Inside Our University Partnerships,Video,Video,"Short (≤ 90 s) video humanises the partnerships—“show” over “tell”—through campus clips and coach narration, increasing emotional engagement and credibility.","Logo montage of partner colleges.
Student testimonial on earning dual credit.
Success Coach highlighting transfer‑credit guarantee.
Call‑to‑action: download approved course list."
9,1,3,Using College‑Prep Resources,Article,Article,"Guides students to practical tools (Peterson’s Career & Test Prep, Success Coach advising) so they can apply information immediately—aligned with adult‑learning need for relevance and action.","Walk‑through of Peterson’s platform: career assessments, SAT/ACT prep, scholarship search.
How to schedule a Success Coach session.
Checklist: documents to collect (transcripts, course syllabi) for credit transfer.
Tip box on meeting Common App deadlines."
9,1,4,Plan Your Post‑Secondary Path,Activity,Activity,"Encourages active learning—students apply module insights to draft a personalised action plan, supporting self‑paced, asynchronous environment and diverse learner goals.","Interactive worksheet: “My Goals, My Timeline.”
Drag‑and‑drop task: map chosen dual‑enrollment courses to intended major.
Reflection prompts: barriers & solutions, support people, key dates.
Option to export PDF for coach feedback."
9,1,5,Next Steps & Checklist,Article,Article,"Consolidates learning with a concise checklist and links, ensuring clarity on immediate actions and maintaining momentum.","10‑point checklist (e.g., confirm eligibility, meet college app deadlines, request transcripts) with Link to Help Desk ticket form for dual‑enrollment approval."
9,1,6,Next Steps & Checklist,FAQ,FAQ,"Consolidates learning with a concise checklist and links, ensuring clarity on immediate actions and maintaining momentum.","FAQ accordion on tuition, textbooks, failing a course."
10,1,1,What is Basic Digital Literacy?,Article,Article,"Before checking hardware or software, students must confirm they possess core skills—web navigation, email, and office-suite use—required across all courses. Establishing this baseline aligns with the learning outcome and scaffolds later technical instructions.","Define “basic digital literacy” for EHS.
Skills checklist: navigating the internet; sending email with attachments; creating/editing docs in Google Docs, Microsoft Office, or OpenOffice."
10,1,2,Practice & Reflect on Your Skills,Article,Article,"Before checking hardware or software, students must confirm they possess core skills—web navigation, email, and office-suite use—required across all courses. Establishing this baseline aligns with the learning outcome and scaffolds later technical instructions.","Link to quick video tutorials and printable tip sheet.
Reflection prompt: “Which skill feels least familiar? Note one action you’ll take this week to practice it.”"
10,1,3,Hardware & Internet Requirements,Article,Article,Students need concrete device and connectivity specs before beginning coursework; unmet requirements are the most common cause of support tickets. Presenting them early prevents delays.,"Minimum device standards (desktop/laptop preferred; Chromebooks acceptable with limits; tablets/phones not allowed for exams).
Internet expectations: stable broadband suggested for video-rich lessons; reminder that EHS is fully online.
Computer specifications table: OS, browser, RAM, bandwidth, webcam/mic, display resolution.
Email requirement: each student must have a unique, valid email address (tips to whitelist EHS messages).
“Ready-to-learn” checklist download."
10,1,4,Navigating the LearnStage LMS,Video,Video,"A short screencast visually demonstrates logging into LearnStage, opening course materials, and locating built-in help—tasks that are faster to show than describe, boosting confidence and reducing cognitive load.","Quick tour of LearnStage dashboard, progress tracker, and digital textbooks."
10,1,5,Required Software and Settings,Video,Video,"A short screencast visually demonstrates logging into LearnStage, opening course materials, and locating built-in help—tasks that are faster to show than describe, boosting confidence and reducing cognitive load.","Required productivity tools (Google Docs/Sheets or Microsoft Office) and where to access free options.
Mobile-device limitations (view-only; no exams).
How to enable pop-ups for external resources."
10,1,6,First-Aid Tech Troubleshooting,Article,Article,Empowering students to solve common issues first builds self-efficacy and reduces wait times for help. An interactive checklist guides them through basic fixes before submitting a ticket.,"“First-aid” steps: refresh browser, clear cache, switch browsers, check internet speed, confirm specs.
Where to find LMS Help Pages and orientation videos."
10,1,7,Submitting a Help Desk Ticket,Article,Article,Empowering students to solve common issues first builds self-efficacy and reduces wait times for help. An interactive checklist guides them through basic fixes before submitting a ticket.,"Submitting a Help Desk ticket via LearnStage and expected response times.
Link to Acceptable Use Policy highlights to remind safe, responsible tech use.
Interactive yes/no checklist: if unresolved after steps, auto-prompt to draft a Help Desk ticket."
11,1,1,Tuition Options by Program,Article,Article,Students first need a clear picture of the cost of their program before they can choose a payment option or enroll.,"Tuition ranges for each program (Middle School, Standard 21.5-credit, College-Prep 24-credit, AP, Adult Diploma, Individual Courses).
Additional costs: course-extension fee, optional Apostille or transcript services.
Where to find the most current pricing page."
11,1,2,What Tuition Covers,Article,Article,Students first need a clear picture of the cost of their program before they can choose a payment option or enroll.,"What the tuition covers: six credits per grade level, 24/7 LMS access, Success Coach support."
11,1,3,Payment Plans and Refund Policy,Article,Article,Learners must choose a payment schedule and know how refunds work to avoid financial surprises.,"Interest-free monthly installment plans vs. full payment option (not available for adult program).
Automatic card payments and consequences of three missed installments.
Credit-Transfer Guarantee and 10-day full-refund window (minus 3% fee).
No-refund policy after 10 days; special rules for state-funded programs."
11,1,4,Visualizing Your Enrollment Timeline,Article,Article,Learners must choose a payment schedule and know how refunds work to avoid financial surprises.,Visual timeline: Day 0 → Day 10 refund period → course activation at Day 1.
11,1,5,Build Your Personal Payment Plan,Activity,Activity,Applying numbers to their own situation deepens comprehension and supports financial planning.,"Interactive calculator: choose program, enter start date → outputs monthly payment schedule and total cost.
Scenario prompts: “What happens if you miss two payments?” “How does a course extension change your budget?”
Downloadable PDF of the plan for parent/guardian review."
11,2,1,Your Enrollment Checklist,Article,Article,"Clear, sequential instructions reduce anxiety and prevent delays in course activation.","Four required steps: Online Application → Sign Enrollment Agreement → Submit Transcripts/ID → Student Consultation.
Typical timeline (application to course activation within one business day).
Tips for uploading documents and verifying email.
Checklist sidebar for progress tracking."
11,2,2,FAQs About Tuition & Enrollment,Article,Article,Addressing common questions up front reduces help-desk volume and empowers students to self-serve.,"Top five tuition & enrollment FAQs (e.g., “Will colleges accept my credits?” “Can I change programs later?”).
Quick-link buttons: Tuition Page, Help Desk, Payment Portal."
11,2,3,Requesting a Proof of Enrollment Letter,Article,Article,Addressing common questions up front reduces help-desk volume and empowers students to self-serve.,"Active Full-Time Student definition and 30-day rule for Proof of Enrollment letters.
How to request POE via the LearnStage Help Desk."
12,1,1,What the Enrollment Agreement Covers – Part 1,Article,Article,"Before signing a binding contract, students need plain-language context on what they are agreeing to—especially tuition obligations, attendance expectations, and refund limits.","Purpose of the Agreement as the final legal step after application and documentation
Tuition commitments and installment-plan responsibilities; three missed payments trigger full balance due"
12,1,2,What the Enrollment Agreement Covers – Part 2,Article,Article,"Before signing a binding contract, students need plain-language context on what they are agreeing to—especially tuition obligations, attendance expectations, and refund limits.","Refund window: full refund (minus 3% fee) within 10 days; no refunds thereafter
Reference to state-funded program rules overriding standard terms when applicable
Link to Acceptable Use and Internet Safety Policies that students affirm by signing"
12,1,3,Signing the Agreement,Activity,Activity,An interactive walk-through with e-signature ensures compliance and records time-stamped consent without leaving orientation.,"Guided PDF or e-form with hover tips explaining each clause (tuition, attendance, data privacy)
Checkbox acknowledgments for understanding refund policy and credit-transfer guarantee
Final “Sign & Submit” button routes the agreement to the Registrar and unlocks Lesson 2"
12,2,1,Next Steps Checklist – Part 1,Activity,Activity,Turning abstract “to-dos” into a check-off list promotes self-paced accountability in an asynchronous environment.,"Hardware & software check (desktop/laptop recommended; limited mobile compatibility)
LMS login and dashboard tour; enable progress tracker
Schedule first Success Coach consultation and six semester checkpoints"
12,2,2,Next Steps Checklist – Part 2,Activity,Activity,Turning abstract “to-dos” into a check-off list promotes self-paced accountability in an asynchronous environment.,"Set weekly study targets (1–2 lessons per course) and activate calendar reminders
Upload any outstanding transcripts or ID documents to complete enrollment file"
12,2,3,Meet Your Support Network,Article,Article,"Early visibility of support options (Success Coach, BRYTE AI, Writing Lab) reduces anxiety and fosters help-seeking behavior.","Overview of Success Coach, Academic Coaching, and Career & College Counseling services
How to access BRYTE AI Tutor 24/7 for instant academic help
Using Help Desk Tickets for tech or enrollment questions
Encouragement to join the virtual student community and optional synchronous sessions for engagement"
12,2,4,Orientation Completion Badge,Activity,Activity,"A short auto-graded quiz and digital badge provide immediate feedback and motivation, marking the official end of orientation.","Ten multiple-choice questions covering agreement terms, refund window, tech requirements, and support channels
Score 80% or higher to earn the “Ready to Excel” badge and unlock course modules"
13,1,1,Feedback Survey,Survey,Survey,The survey helps excl gather data about the course and use the feedback for improments,Include an optional feedback survey for orientation improvement.
